days_before_started_study,num_slides,num_assignments_done,avg_sleep_last_week,coffee_cups_per_day,hours_studied_last_week,avg_quiz_score,midterm_score,assignments_done_ratio,class_attendance_ratio,sleep_hours_before_exam,stress_level,ai_background,mentality_type,exam_time,crisis_type,final_exam_score
6,199,0,6.0,5,33.9,15.2,17.4,0.06,0.6,7.7,3.0,strong,theory_heavy,Evening,No_issue,17.9
8,281,7,4.1,0,22.6,11.2,17.3,0.74,0.41,4.8,2.0,strong,memorization_heavy,Evening,No_issue,15.9
1,249,9,7.7,3,2.8,8.8,7.7,0.98,0.18,6.4,3.0,none,theory_heavy,Evening,Denial_mode,3.1
8,164,1,4.2,6,25.3,15.0,12.6,0.19,0.76,8.0,,basic,project_heavy,morning,panic_mode,13.3
3,107,0,8.1,5,12.4,15.6,15.7,0.02,0.77,7.0,2.0,basic,project_heavy,Evening,Denial_mode,10.8
4,185,1,7.9,4,35.7,11.0,10.5,0.12,0.25,5.1,1.0,none,theory_heavy,morning,Denial_mode,7.0
2,234,7,6.4,3,35.7,16.7,16.6,0.73,0.45,8.2,3.0,basic,project_heavy,Evening,No_issue,19.1
3,268,8,7.8,5,32.6,12.5,14.3,0.87,0.39,8.8,2.0,strong,project_heavy,Evening,Denial_mode,9.5
1,58,0,5.9,0,1.3,17.9,12.5,0.09,0.92,4.9,5.0,none,memorization_heavy,afternoon,Denial_mode,7.2
8,79,7,5.9,6,21.7,16.2,11.6,0.73,0.59,5.2,3.0,none,project_heavy,Evening,panic_mode,11.4
4,106,5,7.6,1,39.7,13.6,13.0,0.54,0.73,4.4,2.0,basic,theory_heavy,afternoon,No_issue,15.6
6,251,7,4.7,2,36.3,13.5,16.0,0.76,0.69,3.3,,basic,project_heavy,morning,panic_mode,15.2
7,119,2,6.1,5,22.9,18.1,16.3,0.27,0.85,7.7,3.0,strong,project_heavy,afternoon,No_issue,18.3
5,104,4,4.8,3,31.3,20.0,14.9,0.46,0.6,6.1,1.0,strong,memorization_heavy,afternoon,No_issue,20.0
4,171,4,8.0,4,17.4,17.1,16.5,0.49,0.95,7.9,1.0,none,memorization_heavy,morning,No_issue,19.0
9,291,8,6.7,2,17.7,19.4,16.4,0.84,0.82,7.1,2.0,basic,theory_heavy,morning,No_issue,19.8
5,107,7,7.5,7,25.2,16.4,15.5,0.77,0.91,6.0,2.0,strong,theory_heavy,morning,No_issue,16.6
2,232,6,4.6,5,38.8,9.4,9.0,0.68,0.67,5.4,5.0,,project_heavy,afternoon,panic_mode,8.7
7,157,9,7.2,3,24.1,12.3,11.8,0.9,0.16,4.9,1.0,basic,project_heavy,Evening,No_issue,12.9
0,150,1,4.8,6,0.9,5.2,14.1,0.15,0.48,7.1,3.0,,memorization_heavy,Evening,Denial_mode,5.8
10,200,2,5.1,7,9.8,11.2,13.7,0.27,0.17,3.9,,basic,project_heavy,Evening,panic_mode,12.5
3,112,5,5.3,6,29.8,14.2,13.4,0.57,0.05,3.9,4.0,basic,project_heavy,morning,panic_mode,16.3
0,76,8,4.1,3,8.6,15.0,16.6,0.9,0.14,4.4,5.0,basic,project_heavy,Evening,panic_mode,14.4
0,132,6,6.7,2,4.5,16.1,15.3,0.69,0.49,8.4,5.0,none,theory_heavy,Evening,Denial_mode,9.6
4,197,9,8.4,2,11.5,16.1,18.7,0.93,0.14,5.9,1.0,strong,project_heavy,Evening,No_issue,16.7
0,197,3,8.6,0,4.4,18.7,14.9,0.34,0.45,9.0,4.0,basic,theory_heavy,Evening,Denial_mode,9.5
8,238,5,5.1,5,14.2,6.0,7.1,0.53,0.43,6.7,3.0,none,theory_heavy,Evening,panic_mode,4.9
2,92,0,6.0,5,33.3,3.9,11.6,0.09,0.03,5.2,,none,theory_heavy,Evening,No_issue,12.9
4,182,2,6.0,2,30.2,11.9,14.3,0.29,0.19,4.1,2.0,basic,memorization_heavy,morning,Denial_mode,13.8
6,226,0,8.9,4,31.0,10.4,12.6,0.0,0.97,3.1,1.0,,project_heavy,afternoon,Denial_mode,7.0
0,104,5,6.4,5,3.6,1.8,7.8,0.5,0.25,6.8,5.0,none,memorization_heavy,Evening,Denial_mode,1.4
1,296,5,7.6,7,11.5,8.8,13.4,0.54,0.02,8.6,3.0,basic,project_heavy,afternoon,panic_mode,16.5
4,129,7,6.5,5,14.3,11.4,13.1,0.78,0.34,8.7,,,project_heavy,Evening,Denial_mode,6.6
3,299,5,9.0,7,31.1,8.6,9.5,0.57,0.24,8.0,2.0,none,memorization_heavy,Evening,No_issue,12.3
2,79,2,8.8,7,10.3,7.7,11.8,0.24,0.12,6.1,2.0,basic,project_heavy,morning,Denial_mode,4.3
6,194,6,6.1,0,3.7,9.8,10.5,0.62,0.38,8.8,4.0,basic,project_heavy,morning,No_issue,10.4
8,221,2,6.4,4,9.6,13.7,13.1,0.21,0.52,7.0,3.0,basic,theory_heavy,afternoon,No_issue,15.3
3,162,2,5.5,5,1.8,16.1,14.5,0.27,0.58,3.4,4.0,none,theory_heavy,morning,panic_mode,8.3
9,289,8,6.7,4,22.5,10.8,7.7,0.81,0.88,8.5,3.0,none,theory_heavy,Evening,panic_mode,6.6
7,182,7,8.5,3,11.0,14.7,13.9,0.74,0.98,6.3,1.0,strong,theory_heavy,afternoon,No_issue,14.5
9,204,4,4.2,3,14.7,9.9,11.5,0.41,0.47,5.7,3.0,basic,theory_heavy,Evening,No_issue,14.7
9,272,6,6.4,0,4.4,11.8,10.0,0.64,0.72,7.8,3.0,none,project_heavy,Evening,panic_mode,6.5
6,76,2,4.9,1,33.8,15.1,14.2,0.26,0.83,5.4,3.0,basic,memorization_heavy,morning,No_issue,15.8
8,171,5,7.9,0,31.3,5.1,8.0,0.52,0.39,9.0,2.0,none,project_heavy,Evening,Denial_mode,5.5
7,197,5,4.7,3,3.4,12.2,17.1,0.57,0.32,5.2,,strong,theory_heavy,morning,No_issue,14.0
6,176,2,4.8,2,38.7,9.0,12.4,0.21,0.61,4.7,3.0,none,project_heavy,morning,panic_mode,6.4
3,85,9,5.4,0,5.5,13.3,13.3,1.0,0.9,4.4,3.0,basic,theory_heavy,morning,panic_mode,6.8
6,161,8,8.9,4,13.9,6.4,7.4,0.87,0.29,7.3,2.0,none,memorization_heavy,morning,No_issue,11.1
1,231,9,5.0,6,7.2,7.3,11.6,0.94,0.41,7.5,,none,theory_heavy,afternoon,panic_mode,12.7
10,187,7,7.6,7,16.7,20.0,20.0,0.71,0.59,7.9,2.0,strong,memorization_heavy,afternoon,No_issue,17.7
4,198,5,7.5,1,38.9,10.2,13.1,0.51,0.19,6.5,1.0,none,project_heavy,Evening,No_issue,15.2
0,71,0,8.0,2,11.0,14.8,17.0,0.02,0.35,5.0,2.0,basic,project_heavy,morning,Denial_mode,11.6
10,251,4,6.9,2,27.9,9.5,13.8,0.46,0.34,4.2,2.0,basic,memorization_heavy,afternoon,No_issue,14.6
9,296,2,6.1,2,33.9,10.7,14.0,0.29,0.73,6.8,3.0,strong,memorization_heavy,afternoon,No_issue,14.0
1,97,4,7.7,6,2.7,14.9,18.0,0.44,0.06,6.2,4.0,strong,memorization_heavy,afternoon,Denial_mode,8.3
1,142,0,4.4,2,2.8,11.7,10.9,0.08,0.79,3.7,5.0,none,theory_heavy,Evening,Denial_mode,1.6
0,73,4,4.7,4,0.6,13.9,14.5,0.46,0.7,9.0,,strong,memorization_heavy,morning,Denial_mode,3.6
7,95,8,8.4,2,0.8,12.3,13.5,0.8,0.64,5.9,3.0,,theory_heavy,Evening,No_issue,9.6
3,265,9,4.7,2,39.7,19.4,16.7,0.99,1.0,3.7,3.0,strong,project_heavy,afternoon,panic_mode,17.8
6,203,9,7.0,3,21.2,18.2,14.6,0.97,0.87,5.0,2.0,none,project_heavy,afternoon,No_issue,16.3
2,166,3,4.9,2,26.9,5.7,10.8,0.35,0.91,4.5,4.0,none,memorization_heavy,afternoon,panic_mode,6.7
4,109,2,6.3,7,1.1,3.1,9.9,0.21,0.24,4.8,4.0,none,theory_heavy,afternoon,panic_mode,8.8
0,101,8,4.5,3,7.2,4.5,11.6,0.81,0.3,4.1,,none,memorization_heavy,afternoon,panic_mode,7.2
9,202,6,4.1,0,35.1,11.3,12.2,0.68,1.0,5.9,3.0,basic,memorization_heavy,Evening,No_issue,14.9
7,133,5,8.6,7,19.5,19.1,20.0,0.54,0.72,8.2,,strong,theory_heavy,morning,Denial_mode,12.4
4,201,9,6.2,6,12.4,11.3,13.3,0.91,0.02,3.3,4.0,basic,memorization_heavy,morning,panic_mode,11.2
9,104,3,7.6,1,33.0,13.9,10.2,0.39,0.02,7.0,1.0,none,project_heavy,afternoon,No_issue,14.1
8,162,8,8.5,2,29.4,8.1,7.6,0.86,0.84,8.2,,basic,memorization_heavy,morning,Denial_mode,5.8
1,177,4,5.5,7,4.4,13.8,11.3,0.49,0.73,6.1,5.0,basic,project_heavy,Evening,Denial_mode,3.9
10,185,5,7.3,7,34.0,2.2,8.2,0.56,0.46,5.1,2.0,basic,theory_heavy,afternoon,No_issue,10.2
9,99,7,5.0,2,33.4,13.3,17.9,0.74,0.4,4.9,3.0,basic,project_heavy,morning,panic_mode,16.8
6,63,8,7.5,5,7.2,16.6,13.2,0.84,0.86,5.5,3.0,none,project_heavy,Evening,No_issue,12.6
2,195,9,4.2,4,35.5,12.4,16.6,1.0,0.87,5.3,3.0,strong,project_heavy,afternoon,No_issue,16.2
1,172,2,6.8,4,1.9,0.9,4.1,0.24,0.22,3.7,5.0,basic,memorization_heavy,morning,Denial_mode,0.0
3,245,4,4.7,0,18.2,14.8,16.0,0.48,0.15,6.4,3.0,basic,memorization_heavy,Evening,No_issue,17.7
10,253,4,4.5,7,33.0,8.3,9.2,0.49,0.21,6.1,4.0,none,theory_heavy,morning,panic_mode,6.4
5,127,7,4.3,5,136.0,9.6,10.7,0.74,0.96,4.3,2.0,basic,project_heavy,afternoon,No_issue,14.0
5,232,9,6.2,5,31.0,8.5,15.1,0.92,0.04,7.3,3.0,basic,memorization_heavy,afternoon,No_issue,15.9
9,293,1,8.6,7,25.5,0.7,8.7,0.17,0.02,6.2,3.0,none,memorization_heavy,Evening,panic_mode,11.0
0,240,8,4.8,3,7.9,4.3,6.5,0.87,0.12,7.2,5.0,none,project_heavy,morning,panic_mode,4.9
5,57,3,4.9,5,8.6,7.2,9.4,0.38,0.5,5.4,4.0,basic,project_heavy,afternoon,panic_mode,6.7
0,211,7,6.5,3,11.6,12.1,16.7,0.77,0.26,4.6,3.0,basic,project_heavy,morning,panic_mode,13.0
10,188,2,7.5,2,39.4,6.9,8.1,0.29,0.09,4.5,2.0,basic,project_heavy,morning,Denial_mode,6.0
7,241,3,7.5,5,22.3,17.7,19.1,0.32,0.14,8.1,3.0,strong,project_heavy,morning,No_issue,19.7
3,182,7,5.0,4,15.8,12.7,12.4,0.79,0.55,6.2,2.0,strong,memorization_heavy,Evening,No_issue,14.6
0,295,0,4.2,0,5.1,19.1,16.9,0.07,0.25,7.3,5.0,strong,project_heavy,Evening,No_issue,15.6
3,137,4,7.1,6,15.3,15.9,16.0,0.43,0.94,4.6,2.0,basic,memorization_heavy,Evening,No_issue,17.7
5,115,5,8.2,5,8.2,17.9,15.8,0.5,0.87,7.6,3.0,basic,theory_heavy,morning,No_issue,14.7
7,79,3,6.1,1,33.4,15.0,12.1,0.39,0.82,5.5,2.0,basic,theory_heavy,morning,No_issue,15.1
3,73,9,7.3,0,13.2,9.2,10.2,0.96,0.84,7.2,2.0,none,theory_heavy,Evening,No_issue,11.4
0,289,4,6.4,7,1.8,15.1,15.4,0.44,0.85,3.6,5.0,none,theory_heavy,morning,Denial_mode,7.8
0,154,8,4.9,1,10.5,17.0,15.7,0.84,0.24,8.7,4.0,strong,project_heavy,morning,No_issue,15.5
4,112,6,5.0,3,8.4,11.0,12.8,0.62,0.05,6.0,,none,memorization_heavy,morning,No_issue,12.4
8,224,6,6.4,3,24.5,3.4,8.7,0.68,0.62,6.5,3.0,none,theory_heavy,afternoon,panic_mode,9.0
10,59,6,6.5,6,39.2,15.3,13.0,0.6,0.59,6.2,3.0,basic,theory_heavy,Evening,panic_mode,15.6
1,244,1,8.3,0,10.8,5.7,12.7,0.11,0.04,3.7,2.0,basic,memorization_heavy,afternoon,Denial_mode,3.3
9,114,6,6.5,4,17.0,13.9,14.3,0.66,0.92,3.5,4.0,basic,memorization_heavy,afternoon,panic_mode,8.9
2,197,4,6.1,4,23.3,16.3,14.5,0.43,0.68,7.3,4.0,basic,project_heavy,afternoon,No_issue,18.1
8,158,6,4.0,7,8.4,12.0,14.3,0.63,0.45,4.9,4.0,strong,project_heavy,Evening,panic_mode,14.6
2,300,1,7.5,6,22.0,10.8,10.0,0.12,0.57,4.2,2.0,none,theory_heavy,Evening,Denial_mode,5.6
5,268,4,7.0,1,8.3,18.4,16.0,0.49,0.56,5.9,3.0,none,theory_heavy,afternoon,No_issue,15.7
7,154,6,6.7,7,9.3,13.9,16.0,0.7,0.43,4.8,4.0,basic,theory_heavy,afternoon,panic_mode,10.4
3,172,2,7.9,5,18.2,5.2,8.8,0.29,0.76,8.5,2.0,,project_heavy,morning,Denial_mode,3.9
10,235,8,5.2,6,38.8,7.4,7.3,0.82,0.1,3.0,3.0,none,project_heavy,afternoon,panic_mode,12.8
5,268,7,4.3,1,30.1,17.5,15.2,0.76,0.98,6.4,2.0,basic,project_heavy,Evening,No_issue,18.6
7,218,1,4.9,2,10.9,8.6,8.3,0.17,0.16,8.3,4.0,none,theory_heavy,afternoon,panic_mode,3.7
6,167,7,8.1,4,21.9,8.4,12.9,0.79,0.25,5.3,1.0,basic,theory_heavy,morning,No_issue,13.1
3,241,6,7.1,6,33.7,8.7,7.8,0.64,0.38,8.5,2.0,none,theory_heavy,Evening,Denial_mode,5.6
9,300,9,7.7,6,7.5,12.3,12.7,0.97,0.31,5.1,2.0,basic,theory_heavy,afternoon,No_issue,14.1
0,171,6,4.1,4,11.6,15.6,15.8,0.66,0.04,5.6,4.0,basic,memorization_heavy,morning,No_issue,17.3
0,131,6,4.5,5,10.7,4.1,8.5,0.6,0.12,8.0,4.0,none,theory_heavy,Evening,panic_mode,8.4
10,105,5,5.6,6,32.5,10.9,12.9,0.51,0.54,6.6,4.0,none,memorization_heavy,morning,panic_mode,18.2
8,146,6,6.2,1,30.9,11.0,19.1,0.69,0.19,3.2,2.0,strong,memorization_heavy,morning,No_issue,16.8
3,199,1,7.8,6,9.9,11.7,11.0,0.13,0.32,6.6,3.0,none,theory_heavy,Evening,panic_mode,7.1
6,221,9,8.7,4,33.3,6.6,9.8,0.91,0.05,8.4,2.0,none,project_heavy,morning,Denial_mode,7.9
4,196,4,5.2,4,7.4,12.0,12.4,0.49,0.7,7.4,3.0,basic,theory_heavy,morning,No_issue,13.7
8,287,4,7.6,0,1.5,11.6,11.2,0.45,0.77,8.4,2.0,basic,theory_heavy,Evening,Denial_mode,8.0
5,66,3,4.6,1,29.9,15.1,16.7,0.33,0.58,7.1,2.0,basic,memorization_heavy,afternoon,No_issue,18.1
9,253,2,6.6,2,35.3,11.9,12.8,0.25,0.53,7.4,2.0,none,project_heavy,afternoon,Denial_mode,10.6
7,288,8,7.1,7,10.4,9.5,8.8,0.89,0.93,5.7,2.0,basic,memorization_heavy,morning,No_issue,13.1
2,238,2,8.3,4,8.7,10.0,12.8,0.29,0.11,7.3,,basic,theory_heavy,Evening,No_issue,14.3
3,150,2,4.8,2,35.0,8.1,12.0,0.24,0.02,6.8,3.0,none,memorization_heavy,Evening,No_issue,14.2
1,140,1,8.5,4,3.2,20.0,19.9,0.2,0.73,6.6,3.0,strong,memorization_heavy,afternoon,Denial_mode,11.6
2,228,3,5.8,0,1.1,8.3,11.1,0.35,0.18,3.8,5.0,none,project_heavy,morning,Denial_mode,6.2
1,208,8,5.1,0,8.5,15.5,12.0,0.87,0.72,5.0,5.0,none,project_heavy,Evening,No_issue,13.0
4,230,6,7.4,1,19.7,6.2,7.2,0.68,0.58,3.3,2.0,none,project_heavy,morning,No_issue,11.3
3,221,3,8.3,1,26.0,9.6,12.0,0.38,0.03,7.6,2.0,basic,project_heavy,afternoon,No_issue,14.3
1,228,9,8.4,3,8.4,11.2,14.7,0.97,0.28,5.0,4.0,strong,project_heavy,Evening,panic_mode,13.7
8,93,2,4.7,3,25.7,8.3,9.3,0.28,0.09,6.6,3.0,basic,theory_heavy,Evening,panic_mode,13.1
6,266,7,6.2,0,34.3,12.3,,0.74,0.66,7.0,3.0,basic,theory_heavy,morning,No_issue,16.2
9,212,0,8.1,2,17.2,12.1,11.6,0.08,0.87,4.6,,none,project_heavy,morning,Denial_mode,9.1
8,153,0,5.9,7,19.4,10.6,12.8,0.05,0.5,4.9,3.0,basic,theory_heavy,afternoon,panic_mode,11.3
2,255,5,4.4,1,7.2,6.2,12.8,0.55,0.47,8.4,5.0,none,theory_heavy,Evening,No_issue,12.1
1,197,9,4.9,4,8.8,7.0,10.0,0.93,0.5,6.2,5.0,none,project_heavy,Evening,No_issue,12.3
6,294,8,4.3,1,39.3,17.3,14.9,0.84,0.46,7.7,2.0,basic,memorization_heavy,afternoon,No_issue,18.6
3,167,2,6.4,6,33.3,5.7,10.6,0.21,0.75,3.5,5.0,basic,project_heavy,morning,panic_mode,13.2
6,167,2,5.6,0,23.6,19.0,16.4,0.28,0.36,8.4,2.0,basic,project_heavy,Evening,Denial_mode,12.2
2,249,1,7.1,4,22.1,6.6,5.9,0.19,0.63,8.9,3.0,none,project_heavy,afternoon,panic_mode,5.5
10,252,3,4.6,6,17.1,11.2,9.6,0.4,0.34,4.3,4.0,basic,memorization_heavy,afternoon,panic_mode,8.9
7,237,2,8.0,2,27.7,15.5,18.3,0.22,0.43,5.9,2.0,strong,project_heavy,afternoon,Denial_mode,13.6
6,211,7,4.2,3,6.6,17.5,14.8,0.75,0.82,3.3,4.0,basic,project_heavy,morning,panic_mode,13.5
3,57,9,6.1,0,30.7,4.7,9.6,0.95,0.48,4.0,2.0,none,project_heavy,Evening,No_issue,12.6
9,88,3,5.4,2,9.3,20.0,20.0,0.32,0.69,6.8,4.0,basic,memorization_heavy,Evening,No_issue,19.1
9,159,2,4.3,7,22.7,8.7,10.5,0.24,0.9,6.9,3.0,basic,project_heavy,afternoon,panic_mode,9.9
2,278,2,8.1,0,14.3,15.2,18.3,0.21,0.41,4.3,3.0,basic,project_heavy,morning,panic_mode,14.8
9,143,1,6.5,4,30.0,12.7,12.5,0.19,0.21,7.8,3.0,none,project_heavy,Evening,No_issue,14.5
1,216,3,5.6,1,0.6,16.5,15.8,0.32,0.76,3.8,4.0,basic,theory_heavy,Evening,Denial_mode,5.5
10,155,6,8.0,6,14.7,10.2,10.6,0.69,0.65,6.6,3.0,none,memorization_heavy,afternoon,panic_mode,14.3
5,250,2,8.6,6,28.9,13.2,12.1,0.26,0.83,5.5,2.0,basic,project_heavy,Evening,Denial_mode,10.4
10,249,0,4.0,3,12.7,15.8,17.3,0.09,0.33,3.2,3.0,strong,project_heavy,afternoon,panic_mode,9.7
8,112,3,4.6,2,2.4,14.7,15.7,0.39,0.08,7.2,3.0,basic,memorization_heavy,morning,No_issue,13.9
9,286,9,4.7,0,16.7,4.4,9.0,0.95,0.36,5.2,3.0,basic,theory_heavy,Evening,panic_mode,8.3
6,161,9,8.9,6,39.3,11.4,10.9,0.98,0.25,4.0,,basic,project_heavy,Evening,panic_mode,8.4
5,194,5,7.0,2,22.2,15.8,12.4,0.52,0.83,8.0,2.0,basic,theory_heavy,morning,No_issue,16.0
0,93,8,4.5,0,9.4,15.6,16.8,0.82,0.66,8.9,4.0,basic,project_heavy,afternoon,No_issue,14.8
3,299,6,5.0,2,32.2,16.2,,0.66,0.08,4.5,2.0,strong,project_heavy,morning,No_issue,18.8
0,277,7,8.8,5,1.2,6.0,10.2,0.72,0.75,7.6,4.0,none,theory_heavy,morning,Denial_mode,4.4
10,192,2,4.5,1,24.9,17.8,18.1,0.27,0.97,3.5,2.0,strong,memorization_heavy,afternoon,Denial_mode,13.3
9,95,3,6.6,1,15.7,8.9,,0.34,0.43,4.3,3.0,none,memorization_heavy,afternoon,panic_mode,10.0
9,211,1,6.6,2,27.8,6.4,10.1,0.16,0.4,4.8,3.0,none,project_heavy,Evening,panic_mode,4.4
6,77,5,4.9,2,2.9,11.0,14.0,0.58,0.41,3.0,4.0,basic,project_heavy,Evening,panic_mode,7.9
9,182,6,8.1,6,9.0,16.8,16.4,0.65,0.54,4.1,,strong,theory_heavy,Evening,No_issue,16.8
2,80,4,7.2,0,165.0,13.5,14.5,0.46,0.05,7.4,4.0,none,memorization_heavy,morning,Denial_mode,6.1
3,182,0,5.5,3,18.2,0.7,4.5,0.05,0.8,6.2,3.0,none,theory_heavy,Evening,panic_mode,6.1
4,160,1,6.6,6,13.5,12.5,13.7,0.12,0.82,7.0,3.0,basic,memorization_heavy,afternoon,panic_mode,14.1
0,154,6,6.8,7,11.3,0.8,8.4,0.6,0.26,4.2,4.0,,memorization_heavy,afternoon,panic_mode,8.2
6,179,8,4.2,4,5.1,5.8,7.6,0.83,0.49,4.9,4.0,none,theory_heavy,morning,panic_mode,7.9
10,220,7,6.6,1,27.2,8.1,8.7,0.77,0.62,7.4,4.0,none,memorization_heavy,morning,panic_mode,10.1
4,52,5,6.6,0,8.7,5.9,12.9,0.52,0.07,3.3,4.0,none,theory_heavy,afternoon,panic_mode,11.7
0,190,2,6.2,4,11.0,9.3,10.8,0.25,0.72,6.3,4.0,basic,memorization_heavy,afternoon,No_issue,11.2
5,70,3,4.0,1,15.4,8.8,11.6,0.32,0.17,7.0,2.0,none,project_heavy,morning,No_issue,12.2
1,214,5,7.2,5,11.8,8.5,16.6,0.53,0.27,7.3,3.0,none,memorization_heavy,morning,No_issue,14.7
2,298,7,8.0,6,2.7,2.1,9.6,0.71,0.32,3.2,5.0,basic,theory_heavy,Evening,Denial_mode,2.5
6,220,6,5.5,1,14.4,11.6,7.0,0.61,0.21,8.0,3.0,none,memorization_heavy,morning,panic_mode,6.7
10,64,4,4.0,2,16.7,8.2,11.9,0.49,0.14,8.1,3.0,none,project_heavy,afternoon,No_issue,13.4
4,154,0,5.9,5,4.8,7.6,8.7,0.02,0.04,7.4,4.0,none,project_heavy,afternoon,panic_mode,15.3
8,104,1,8.2,6,6.5,11.4,12.3,0.12,0.54,6.4,3.0,none,project_heavy,Evening,panic_mode,6.4
3,225,1,4.6,4,14.9,20.0,17.9,0.2,0.65,5.6,2.0,strong,theory_heavy,Evening,Denial_mode,12.0
7,62,7,6.0,5,28.0,13.3,15.2,0.77,0.66,3.5,3.0,strong,project_heavy,afternoon,panic_mode,19.2
4,274,9,5.8,3,11.4,15.7,14.2,0.9,0.62,7.5,3.0,strong,memorization_heavy,afternoon,No_issue,14.1
5,261,6,6.4,6,8.6,14.3,15.8,0.61,0.62,5.6,4.0,strong,memorization_heavy,morning,panic_mode,10.8
2,146,0,8.4,3,18.6,6.8,14.0,0.06,0.45,5.6,2.0,basic,project_heavy,afternoon,Denial_mode,7.4
2,204,9,6.1,7,23.0,15.8,13.1,0.94,0.73,5.9,5.0,basic,project_heavy,afternoon,panic_mode,5.0
2,111,4,8.1,2,29.1,11.2,12.8,0.41,0.29,6.9,3.0,none,project_heavy,afternoon,No_issue,14.3
2,164,1,8.5,2,5.2,14.3,12.0,0.1,0.99,4.3,3.0,basic,theory_heavy,morning,panic_mode,4.2
10,129,7,5.8,0,3.1,11.4,12.0,0.73,0.52,3.9,3.0,none,project_heavy,afternoon,panic_mode,7.9
2,273,1,8.1,1,12.6,8.6,10.7,0.13,0.37,9.0,3.0,none,project_heavy,afternoon,No_issue,11.2
10,181,4,7.0,2,6.4,12.3,14.3,0.46,0.23,6.8,3.0,basic,project_heavy,Evening,No_issue,13.6
6,203,2,7.4,3,3.2,5.7,10.4,0.26,0.34,6.0,2.0,none,project_heavy,Evening,Denial_mode,3.2
7,192,3,8.3,2,38.6,12.5,16.2,0.38,0.43,3.2,1.0,strong,theory_heavy,Evening,No_issue,18.4
3,215,2,8.0,7,23.5,16.4,17.5,0.22,0.93,3.8,2.0,strong,project_heavy,afternoon,Denial_mode,10.6
3,172,9,4.7,5,4.8,5.8,11.1,0.98,0.3,3.7,3.0,none,memorization_heavy,morning,panic_mode,10.4
2,148,6,7.2,5,30.4,12.4,10.8,0.7,0.55,5.2,4.0,basic,theory_heavy,afternoon,No_issue,15.3
0,239,7,4.7,4,11.5,13.8,14.9,0.71,0.02,6.8,3.0,strong,theory_heavy,morning,No_issue,16.1
2,275,0,5.2,5,8.1,7.7,11.2,0.01,0.37,4.9,5.0,basic,memorization_heavy,afternoon,panic_mode,13.9
4,78,6,5.1,2,32.4,6.6,10.2,0.7,0.4,7.8,2.0,none,memorization_heavy,morning,No_issue,15.1
2,267,5,7.8,1,1.1,11.3,14.7,0.54,0.77,8.3,4.0,basic,memorization_heavy,afternoon,Denial_mode,5.2
8,84,1,8.5,1,20.6,10.0,10.2,0.2,0.54,6.5,1.0,basic,project_heavy,afternoon,Denial_mode,7.5
6,74,2,8.3,4,31.9,14.5,15.2,0.23,0.76,4.4,2.0,basic,theory_heavy,morning,Denial_mode,12.1
8,94,4,8.8,6,35.4,16.6,19.5,0.45,0.15,8.8,1.0,basic,theory_heavy,Evening,Denial_mode,13.3
10,202,1,8.9,6,28.4,13.7,17.3,0.12,0.07,3.5,,strong,memorization_heavy,Evening,Denial_mode,11.3
4,79,6,8.5,6,33.8,14.0,13.3,0.62,0.55,4.2,2.0,basic,memorization_heavy,morning,No_issue,17.6
2,99,7,4.9,5,17.5,13.1,11.6,0.75,0.44,7.6,3.0,none,memorization_heavy,Evening,No_issue,13.8
2,138,2,6.9,4,37.9,14.3,11.9,0.22,0.84,5.7,4.0,none,project_heavy,morning,No_issue,14.7
6,295,0,6.4,3,10.8,14.6,15.3,0.0,0.18,6.6,3.0,basic,project_heavy,morning,No_issue,14.7
7,219,6,5.3,6,2.2,12.9,11.9,0.67,0.18,7.4,4.0,none,memorization_heavy,Evening,panic_mode,10.8
10,63,1,5.1,1,32.8,7.4,13.4,0.13,0.38,3.9,3.0,basic,project_heavy,Evening,panic_mode,10.9
1,50,3,6.8,0,11.0,17.2,18.9,0.33,0.74,4.4,3.0,strong,project_heavy,afternoon,panic_mode,12.4
6,128,6,7.0,2,22.1,10.0,12.0,0.61,0.56,3.2,1.0,none,memorization_heavy,afternoon,No_issue,14.4
5,186,6,8.8,0,32.6,11.2,,0.64,0.44,7.4,1.0,none,memorization_heavy,morning,No_issue,15.2
6,230,2,8.4,0,29.8,6.9,8.9,0.23,0.8,9.0,,none,theory_heavy,morning,panic_mode,10.6
2,245,2,6.4,1,25.0,11.0,16.1,0.27,0.18,3.1,3.0,basic,theory_heavy,morning,panic_mode,14.8
4,59,8,4.4,5,12.1,10.5,15.1,0.85,0.64,5.0,3.0,,memorization_heavy,Evening,panic_mode,10.6
7,125,1,5.9,0,37.1,16.9,17.5,0.12,0.58,7.7,2.0,strong,theory_heavy,morning,Denial_mode,13.1
6,176,6,7.1,7,15.2,13.6,12.3,0.62,0.52,3.3,2.0,none,memorization_heavy,afternoon,No_issue,14.0
5,221,2,6.1,0,24.6,16.5,15.2,0.29,0.62,8.3,4.0,basic,project_heavy,morning,No_issue,19.9
6,295,4,8.0,1,10.0,7.0,9.6,0.47,0.31,8.9,2.0,none,theory_heavy,afternoon,Denial_mode,5.9
2,65,1,6.9,2,25.6,14.5,11.0,0.17,0.85,4.3,4.0,basic,memorization_heavy,morning,panic_mode,17.1
3,90,5,4.2,5,8.4,15.2,13.7,0.5,0.47,8.5,,basic,theory_heavy,Evening,No_issue,14.3
8,290,3,8.3,3,12.6,13.5,12.5,0.34,0.63,5.9,2.0,basic,theory_heavy,afternoon,No_issue,14.5
