days_before_started_study,num_slides,num_assignments_done,avg_sleep_last_week,coffee_cups_per_day,hours_studied_last_week,avg_quiz_score,midterm_score,assignments_done_ratio,class_attendance_ratio,sleep_hours_before_exam,stress_level,ai_background,mentality_type,exam_time,crisis_type
8,94,4,8.8,6,35.4,16.6,19.5,0.45,0.15,8.8,1.0,basic,theory_heavy,Evening,Denial_mode
10,202,1,8.9,6,28.4,13.7,17.3,0.12,0.07,3.5,,strong,memorization_heavy,Evening,Denial_mode
4,79,6,8.5,6,33.8,14.0,13.3,0.62,0.55,4.2,2.0,basic,memorization_heavy,morning,No_issue
2,99,7,4.9,5,17.5,13.1,11.6,0.75,0.44,7.6,3.0,none,memorization_heavy,Evening,No_issue
2,138,2,6.9,4,37.9,14.3,11.9,0.22,0.84,5.7,4.0,none,project_heavy,morning,No_issue
6,295,0,6.4,3,10.8,14.6,15.3,0.0,0.18,6.6,3.0,basic,project_heavy,morning,No_issue
7,219,6,5.3,6,2.2,12.9,11.9,0.67,0.18,7.4,4.0,none,memorization_heavy,Evening,panic_mode
10,63,1,5.1,1,32.8,7.4,13.4,0.13,0.38,3.9,3.0,basic,project_heavy,Evening,panic_mode
1,50,3,6.8,0,11.0,17.2,18.9,0.33,0.74,4.4,3.0,strong,project_heavy,afternoon,panic_mode
6,128,6,7.0,2,22.1,10.0,12.0,0.61,0.56,3.2,1.0,none,memorization_heavy,afternoon,No_issue
5,186,6,8.8,0,32.6,11.2,,0.64,0.44,7.4,1.0,none,memorization_heavy,morning,No_issue
6,230,2,8.4,0,29.8,6.9,8.9,0.23,0.8,9.0,,none,theory_heavy,morning,panic_mode
2,245,2,6.4,1,25.0,11.0,16.1,0.27,0.18,3.1,3.0,basic,theory_heavy,morning,panic_mode
4,59,8,4.4,5,12.1,10.5,15.1,0.85,0.64,5.0,3.0,,memorization_heavy,Evening,panic_mode
7,125,1,5.9,0,37.1,16.9,17.5,0.12,0.58,7.7,2.0,strong,theory_heavy,morning,Denial_mode
6,176,6,7.1,7,15.2,13.6,12.3,0.62,0.52,3.3,2.0,none,memorization_heavy,afternoon,No_issue
5,221,2,6.1,0,24.6,16.5,15.2,0.29,0.62,8.3,4.0,basic,project_heavy,morning,No_issue
6,295,4,8.0,1,10.0,7.0,9.6,0.47,0.31,8.9,2.0,none,theory_heavy,afternoon,Denial_mode
2,65,1,6.9,2,25.6,14.5,11.0,0.17,0.85,4.3,4.0,basic,memorization_heavy,morning,panic_mode
3,90,5,4.2,5,8.4,15.2,13.7,0.5,0.47,8.5,,basic,theory_heavy,Evening,No_issue
8,290,3,8.3,3,12.6,13.5,12.5,0.34,0.63,5.9,2.0,basic,theory_heavy,afternoon,No_issue
0,149,8,6.4,2,5.2,11.1,11.4,0.87,0.56,6.7,4.0,basic,project_heavy,Evening,No_issue
10,207,2,6.7,7,2.0,7.6,14.0,0.24,0.16,7.9,3.0,none,project_heavy,morning,panic_mode
0,192,5,6.4,4,5.2,4.1,8.7,0.52,0.27,3.5,5.0,none,project_heavy,afternoon,panic_mode
1,72,2,4.9,4,5.5,6.2,11.5,0.24,0.5,3.7,,none,theory_heavy,Evening,panic_mode
6,71,2,8.2,3,23.3,12.6,10.2,0.27,0.82,5.4,2.0,basic,theory_heavy,morning,Denial_mode
8,65,5,8.1,3,3.7,10.8,13.5,0.59,0.19,7.2,3.0,basic,memorization_heavy,Evening,No_issue
10,232,9,6.5,0,16.4,6.2,8.6,0.94,0.99,7.8,2.0,none,project_heavy,Evening,No_issue
9,169,7,7.8,2,15.3,17.6,14.3,0.71,0.52,3.4,2.0,basic,theory_heavy,Evening,No_issue
7,240,8,8.6,4,10.4,8.5,14.0,0.9,0.32,6.4,1.0,,project_heavy,Evening,No_issue
2,108,2,7.1,5,25.5,2.8,9.3,0.26,0.43,5.6,5.0,basic,project_heavy,afternoon,panic_mode
9,120,1,8.8,4,18.8,1.2,9.9,0.15,0.16,6.9,2.0,none,memorization_heavy,morning,Denial_mode
3,112,3,7.3,7,35.4,9.7,14.7,0.33,0.16,7.0,2.0,basic,project_heavy,morning,No_issue
4,287,5,7.9,5,9.2,11.5,,0.55,0.33,6.3,4.0,basic,memorization_heavy,afternoon,No_issue
8,194,2,5.1,3,1.2,14.7,16.2,0.24,0.07,3.1,3.0,strong,project_heavy,afternoon,panic_mode
3,53,9,8.9,6,34.9,12.6,12.4,0.97,0.65,4.8,2.0,basic,theory_heavy,Evening,No_issue
9,55,0,6.7,5,3.6,14.7,10.4,0.03,0.85,8.1,5.0,basic,memorization_heavy,Evening,No_issue
4,255,0,8.0,2,35.7,13.0,12.5,0.08,0.67,4.7,,none,theory_heavy,afternoon,Denial_mode
2,191,8,7.3,4,18.6,12.9,17.6,0.89,0.18,4.6,2.0,strong,theory_heavy,afternoon,No_issue
6,237,3,8.9,4,19.7,12.8,14.5,0.36,0.72,6.6,1.0,basic,theory_heavy,afternoon,No_issue
10,145,5,6.2,4,30.2,6.8,11.1,0.6,0.41,8.0,4.0,basic,theory_heavy,afternoon,No_issue
4,125,3,5.1,1,29.1,9.4,11.9,0.39,0.87,6.7,3.0,,memorization_heavy,morning,No_issue
10,243,1,5.6,3,18.6,8.4,15.3,0.11,0.12,8.7,3.0,basic,theory_heavy,afternoon,No_issue
6,256,5,8.2,1,38.4,0.7,7.4,0.58,0.24,5.2,3.0,basic,theory_heavy,afternoon,panic_mode
2,129,5,5.3,6,32.3,7.6,10.0,0.57,0.6,3.4,4.0,basic,project_heavy,morning,panic_mode
6,97,0,6.3,2,12.4,10.7,13.0,0.01,0.03,8.4,3.0,strong,theory_heavy,morning,No_issue
5,276,5,5.8,3,32.0,4.0,10.7,0.6,0.99,4.5,2.0,basic,project_heavy,morning,No_issue
9,157,2,7.4,0,9.5,4.4,7.9,0.23,0.65,3.6,4.0,none,memorization_heavy,Evening,panic_mode
6,249,1,7.1,6,13.4,6.1,,0.14,0.25,7.6,2.0,,memorization_heavy,morning,Denial_mode
0,117,0,5.6,3,0.6,6.4,8.9,0.0,0.04,3.4,5.0,none,theory_heavy,Evening,Denial_mode
2,124,8,4.2,1,20.8,8.3,8.9,0.88,0.25,4.1,4.0,none,project_heavy,afternoon,panic_mode
9,278,2,8.5,6,16.6,5.9,9.1,0.22,0.07,3.6,2.0,none,project_heavy,morning,Denial_mode
2,261,4,5.1,3,9.0,8.3,9.0,0.4,0.38,8.4,5.0,,theory_heavy,Evening,panic_mode
0,297,4,4.9,6,6.8,9.9,9.7,0.44,0.59,4.3,,none,memorization_heavy,afternoon,panic_mode
0,224,7,8.9,3,10.1,12.9,13.0,0.73,0.44,7.2,3.0,none,project_heavy,Evening,No_issue
6,88,5,7.8,2,11.0,12.4,11.8,0.53,0.63,5.6,1.0,none,memorization_heavy,afternoon,No_issue
0,130,0,8.4,2,11.0,10.1,12.0,0.02,0.37,4.0,2.0,basic,memorization_heavy,Evening,Denial_mode
10,237,8,7.7,5,28.0,11.6,16.4,0.8,0.64,6.2,3.0,basic,theory_heavy,Evening,No_issue
3,89,7,4.6,1,20.1,10.1,16.6,0.72,0.18,4.0,3.0,basic,memorization_heavy,Evening,panic_mode
10,54,5,6.6,3,19.7,9.6,11.9,0.56,0.0,5.8,2.0,none,memorization_heavy,afternoon,No_issue
0,188,5,6.9,3,7.2,13.1,13.9,0.53,0.18,7.1,4.0,none,theory_heavy,Evening,No_issue
6,178,5,5.2,1,25.1,16.4,14.0,0.56,0.56,8.7,2.0,none,theory_heavy,Evening,Denial_mode
3,245,2,8.9,5,0.2,7.5,13.1,0.3,0.94,7.4,3.0,basic,theory_heavy,afternoon,No_issue
7,176,4,5.1,7,0.4,12.9,15.7,0.46,0.37,5.0,4.0,basic,theory_heavy,afternoon,panic_mode
0,210,8,4.9,4,4.4,4.2,,0.82,0.25,4.8,4.0,none,project_heavy,morning,Denial_mode
4,164,5,6.3,5,36.0,4.1,8.6,0.5,0.04,6.5,3.0,basic,theory_heavy,morning,panic_mode
1,295,5,7.3,0,9.5,15.4,15.7,0.59,0.55,7.1,,basic,project_heavy,Evening,No_issue
1,226,3,5.8,1,7.8,19.0,17.4,0.37,0.59,3.8,5.0,strong,memorization_heavy,Evening,panic_mode
0,285,8,5.0,4,8.3,7.2,10.7,0.84,0.56,6.6,,none,project_heavy,morning,No_issue
9,64,9,7.6,7,14.1,5.6,8.4,0.96,0.78,6.9,,none,theory_heavy,afternoon,No_issue
5,173,5,8.7,4,9.9,5.7,11.6,0.58,0.06,3.6,3.0,basic,project_heavy,Evening,panic_mode
2,124,2,8.8,6,17.4,8.9,12.6,0.23,0.29,6.6,2.0,basic,memorization_heavy,afternoon,Denial_mode
3,69,8,7.7,1,7.7,7.7,10.5,0.88,0.53,3.9,3.0,none,memorization_heavy,Evening,panic_mode
0,248,7,4.8,0,9.5,13.9,15.1,0.75,0.2,5.7,4.0,strong,memorization_heavy,Evening,No_issue
2,77,6,8.3,4,3.4,9.5,13.6,0.64,0.1,7.7,,basic,project_heavy,Evening,Denial_mode
4,77,6,8.5,5,15.7,13.9,11.6,0.69,0.6,4.6,2.0,none,memorization_heavy,Evening,No_issue
6,223,0,5.7,5,13.8,5.6,9.2,0.0,0.61,8.5,4.0,none,memorization_heavy,Evening,panic_mode
5,297,7,7.4,3,0.7,9.0,11.0,0.75,0.84,6.2,2.0,none,project_heavy,morning,No_issue
4,182,6,8.1,4,5.6,16.3,16.3,0.67,0.82,7.3,2.0,strong,project_heavy,afternoon,No_issue
6,218,8,4.1,2,25.6,13.1,17.7,0.88,0.0,5.2,3.0,strong,theory_heavy,afternoon,No_issue
5,172,3,6.0,4,33.6,18.2,16.9,0.33,0.6,4.5,2.0,strong,memorization_heavy,morning,No_issue
10,253,1,6.1,0,14.8,13.7,13.6,0.2,0.91,5.4,2.0,strong,theory_heavy,afternoon,Denial_mode
5,110,9,8.3,3,4.8,6.9,13.4,0.92,0.41,8.1,2.0,basic,project_heavy,morning,Denial_mode
8,280,1,5.5,3,17.0,4.6,4.2,0.18,1.0,3.7,4.0,none,project_heavy,Evening,panic_mode
9,252,7,8.5,2,21.2,8.8,12.6,0.72,0.13,5.6,2.0,basic,memorization_heavy,Evening,No_issue
5,208,6,4.4,5,15.9,9.3,12.4,0.67,0.49,8.3,3.0,basic,memorization_heavy,Evening,No_issue
10,169,0,8.3,2,38.6,9.4,14.1,0.05,0.83,5.1,2.0,basic,project_heavy,afternoon,Denial_mode
8,232,1,4.2,0,10.2,9.6,9.3,0.19,0.64,3.8,4.0,none,theory_heavy,afternoon,panic_mode
5,112,2,8.0,0,18.4,16.2,15.8,0.28,0.33,6.2,2.0,basic,project_heavy,morning,Denial_mode
1,108,0,6.6,2,3.9,6.8,11.6,0.08,0.02,3.3,4.0,none,theory_heavy,morning,Denial_mode
7,160,4,5.8,6,30.7,12.7,14.9,0.48,0.93,8.1,2.0,basic,memorization_heavy,morning,Denial_mode
4,218,7,4.4,7,10.2,7.2,6.8,0.71,0.69,4.3,3.0,,theory_heavy,morning,panic_mode
6,197,0,6.1,4,32.3,12.4,11.2,0.1,0.55,3.3,,none,project_heavy,Evening,panic_mode
0,108,9,4.7,4,2.9,6.7,10.3,0.92,0.46,5.3,4.0,basic,project_heavy,afternoon,Denial_mode
5,62,0,7.0,1,2.0,10.0,12.6,0.01,0.23,5.4,3.0,basic,memorization_heavy,morning,No_issue
10,219,4,4.5,2,9.5,4.7,9.3,0.42,0.08,8.5,4.0,none,project_heavy,afternoon,panic_mode
9,113,3,4.8,2,19.2,11.3,11.4,0.37,0.14,6.6,,none,theory_heavy,morning,No_issue
5,55,8,5.7,2,27.2,15.5,15.2,0.87,0.51,8.4,2.0,basic,memorization_heavy,Evening,Denial_mode
9,292,8,7.2,7,28.4,14.0,12.4,0.86,0.95,3.4,2.0,basic,memorization_heavy,Evening,No_issue
0,114,7,4.4,6,9.3,17.8,19.6,0.73,0.26,5.2,5.0,strong,project_heavy,Evening,panic_mode
9,174,1,6.2,4,15.9,14.8,13.7,0.1,0.15,8.5,3.0,basic,project_heavy,afternoon,No_issue
6,272,5,7.4,1,36.1,15.7,20.0,0.53,0.02,4.5,2.0,strong,project_heavy,Evening,No_issue
10,101,3,6.7,0,24.2,9.2,12.4,0.35,0.45,6.6,2.0,basic,theory_heavy,afternoon,No_issue
6,99,3,5.6,5,20.3,14.4,15.1,0.38,0.66,3.7,3.0,basic,project_heavy,morning,panic_mode
10,236,2,5.4,5,12.8,15.8,15.3,0.26,0.5,7.2,2.0,strong,theory_heavy,morning,Denial_mode
9,140,0,7.2,0,3.0,15.1,15.8,0.04,0.49,6.1,2.0,strong,theory_heavy,Evening,Denial_mode
10,152,6,7.7,2,3.7,12.1,,0.61,0.72,6.1,3.0,none,theory_heavy,morning,No_issue
5,289,9,5.6,0,27.1,6.6,11.3,0.99,0.6,8.3,3.0,none,project_heavy,morning,No_issue
4,106,1,8.2,4,39.9,18.2,15.9,0.14,0.97,7.1,1.0,basic,memorization_heavy,afternoon,Denial_mode
5,155,9,7.4,5,21.2,10.1,15.2,0.92,0.01,8.5,,basic,project_heavy,morning,No_issue
4,204,2,7.1,7,6.8,12.0,12.3,0.21,0.96,3.3,3.0,basic,theory_heavy,afternoon,panic_mode
5,277,7,4.8,1,2.7,10.2,8.7,0.77,0.26,4.9,4.0,none,project_heavy,morning,panic_mode
0,284,2,5.7,5,2.9,16.6,15.6,0.29,0.8,7.9,5.0,,theory_heavy,afternoon,Denial_mode
2,99,2,7.5,3,37.0,14.3,15.6,0.25,0.4,5.8,3.0,strong,theory_heavy,afternoon,No_issue
2,51,0,8.4,0,6.5,15.4,17.7,0.08,0.06,6.5,4.0,basic,theory_heavy,morning,No_issue
5,179,9,4.2,2,13.8,17.7,15.2,0.9,0.83,3.5,,none,theory_heavy,morning,No_issue
1,299,6,4.9,2,2.7,9.4,12.2,0.65,0.09,6.7,4.0,basic,project_heavy,morning,Denial_mode
3,126,8,7.2,3,22.7,5.0,9.4,0.88,0.67,8.8,2.0,none,project_heavy,afternoon,Denial_mode
5,83,7,6.3,0,8.4,5.9,5.9,0.78,0.99,4.7,4.0,none,project_heavy,afternoon,panic_mode
2,172,0,7.4,6,30.5,9.0,12.2,0.08,0.31,7.6,3.0,basic,theory_heavy,morning,panic_mode
7,238,9,4.1,3,27.0,4.5,10.9,0.91,0.42,3.5,2.0,basic,memorization_heavy,Evening,No_issue
8,161,1,4.7,0,20.2,11.3,8.8,0.11,0.7,8.0,3.0,basic,memorization_heavy,Evening,panic_mode
10,222,5,7.3,5,16.1,17.8,,0.57,0.79,3.3,2.0,none,memorization_heavy,Evening,No_issue
2,130,7,5.0,4,14.6,15.9,16.4,0.75,0.29,3.6,4.0,basic,memorization_heavy,morning,panic_mode
0,97,0,5.1,6,137.0,14.8,,0.06,0.57,8.6,5.0,basic,project_heavy,afternoon,panic_mode
7,92,0,7.1,1,7.7,6.5,13.4,0.09,0.22,7.4,2.0,strong,theory_heavy,afternoon,Denial_mode
3,109,1,5.5,6,0.9,14.8,15.9,0.12,0.9,7.1,4.0,,project_heavy,afternoon,panic_mode
2,132,8,5.1,0,21.5,6.3,9.0,0.86,0.38,8.6,4.0,none,memorization_heavy,afternoon,panic_mode
8,68,3,6.7,2,5.7,15.9,7.6,0.33,0.66,7.5,4.0,none,theory_heavy,Evening,panic_mode
4,140,9,7.6,3,31.9,8.4,10.6,0.99,0.4,8.1,,none,theory_heavy,morning,Denial_mode
6,251,9,4.1,0,29.4,6.9,4.1,0.92,0.93,6.3,3.0,none,memorization_heavy,afternoon,panic_mode
1,159,2,6.1,6,1.9,11.3,12.5,0.3,0.64,6.2,5.0,,project_heavy,Evening,Denial_mode
0,57,1,7.9,6,1.5,9.5,10.2,0.18,0.67,8.0,3.0,none,memorization_heavy,Evening,Denial_mode
6,51,3,6.1,1,28.5,14.1,14.5,0.39,0.9,7.2,2.0,strong,memorization_heavy,afternoon,No_issue
9,277,0,6.0,4,5.3,9.6,10.1,0.06,0.59,4.7,3.0,none,project_heavy,afternoon,panic_mode
4,131,5,8.2,3,2.2,8.6,10.9,0.56,0.83,6.8,3.0,none,theory_heavy,morning,No_issue
0,97,5,4.4,4,5.6,12.3,15.6,0.57,0.36,6.6,4.0,basic,theory_heavy,afternoon,No_issue
9,216,8,7.4,4,12.3,8.4,11.6,0.87,0.58,3.7,1.0,basic,memorization_heavy,morning,No_issue
10,50,7,8.2,5,31.1,14.0,11.8,0.79,0.82,3.8,2.0,basic,theory_heavy,Evening,No_issue
8,108,0,8.5,5,5.9,13.9,14.7,0.09,0.64,5.7,3.0,,memorization_heavy,morning,No_issue
8,142,0,6.2,6,29.1,4.2,9.4,0.06,0.3,7.0,4.0,none,memorization_heavy,Evening,panic_mode
9,89,6,5.1,7,22.2,4.2,9.6,0.7,0.05,3.1,,basic,project_heavy,Evening,No_issue
1,148,3,4.2,7,2.4,16.7,14.3,0.38,0.99,8.2,5.0,basic,theory_heavy,morning,Denial_mode
1,209,7,4.4,4,11.5,12.9,14.5,0.73,0.94,8.4,3.0,basic,project_heavy,Evening,No_issue
6,141,2,6.7,0,28.9,13.5,,0.22,0.86,4.7,3.0,basic,project_heavy,morning,panic_mode
3,142,3,7.7,1,38.0,7.4,10.1,0.34,0.36,7.5,1.0,none,project_heavy,morning,No_issue
4,238,3,5.2,4,0.4,10.4,13.5,0.36,0.43,5.3,3.0,strong,theory_heavy,afternoon,No_issue
3,195,9,5.3,3,32.8,4.8,6.4,0.92,0.98,8.0,,none,theory_heavy,afternoon,panic_mode
3,66,3,8.7,4,4.9,7.5,9.5,0.34,0.19,3.8,2.0,none,memorization_heavy,afternoon,No_issue
1,186,8,8.1,5,0.9,11.7,15.5,0.84,0.02,7.7,4.0,none,memorization_heavy,morning,Denial_mode
4,265,3,4.2,4,20.9,10.8,8.6,0.38,0.7,5.5,4.0,none,memorization_heavy,afternoon,panic_mode
9,61,4,5.2,4,28.7,11.2,12.8,0.45,0.44,7.3,3.0,,memorization_heavy,afternoon,No_issue
4,189,1,6.7,2,11.7,4.2,9.3,0.12,0.8,5.9,4.0,none,memorization_heavy,afternoon,panic_mode
8,292,5,5.5,1,14.8,2.7,11.7,0.55,0.17,4.7,2.0,none,project_heavy,afternoon,No_issue
0,86,5,8.1,4,2.5,5.8,10.9,0.52,0.08,8.2,4.0,basic,memorization_heavy,Evening,Denial_mode
2,114,6,5.9,1,36.1,3.5,8.5,0.61,0.15,5.8,4.0,basic,theory_heavy,Evening,panic_mode
2,243,4,7.5,0,2.2,12.4,-5.0,0.47,0.91,3.5,3.0,basic,project_heavy,afternoon,Denial_mode
3,145,6,4.2,5,12.3,3.1,3.8,0.7,0.15,8.8,4.0,none,project_heavy,morning,panic_mode
0,235,6,6.8,7,2.6,10.6,13.7,0.6,0.01,7.1,5.0,strong,theory_heavy,Evening,Denial_mode
3,100,9,5.4,4,0.7,13.9,13.3,0.92,0.85,5.6,4.0,basic,project_heavy,morning,No_issue
5,166,0,4.3,2,28.6,4.2,8.6,0.05,0.34,8.8,3.0,none,project_heavy,morning,panic_mode
8,60,0,8.3,0,30.5,13.0,17.3,0.06,0.05,6.8,1.0,basic,theory_heavy,morning,Denial_mode
8,240,7,5.1,5,0.6,8.2,11.2,0.79,0.05,7.9,5.0,basic,project_heavy,Evening,No_issue
1,89,4,8.9,3,10.5,10.0,6.8,0.47,0.82,4.5,3.0,none,theory_heavy,morning,panic_mode
5,186,4,6.7,0,37.6,16.1,14.5,0.48,0.27,6.0,3.0,basic,project_heavy,afternoon,No_issue
4,238,8,8.9,3,9.9,13.7,13.8,0.83,0.37,5.7,1.0,none,theory_heavy,morning,No_issue
9,229,3,6.3,1,35.1,10.4,14.4,0.35,0.43,4.9,3.0,strong,theory_heavy,Evening,panic_mode
7,195,1,7.8,1,38.0,6.1,8.4,0.13,0.2,4.5,1.0,none,project_heavy,morning,Denial_mode
0,210,7,7.1,7,0.7,11.7,8.2,0.78,0.94,3.2,4.0,none,project_heavy,Evening,Denial_mode
9,126,5,6.6,3,11.3,13.0,13.4,0.58,0.6,3.3,,strong,project_heavy,morning,panic_mode
5,156,5,8.6,2,13.9,12.1,15.2,0.51,0.87,7.9,2.0,basic,memorization_heavy,morning,No_issue
8,283,2,4.0,5,7.0,14.9,15.0,0.21,0.2,3.7,3.0,basic,theory_heavy,afternoon,panic_mode
9,263,7,7.4,1,12.2,8.8,7.8,0.76,0.04,8.2,2.0,basic,memorization_heavy,Evening,Denial_mode
9,95,9,8.5,7,10.0,13.6,15.9,0.95,0.52,3.2,2.0,basic,memorization_heavy,afternoon,No_issue
3,280,6,8.5,6,34.7,9.3,14.0,0.66,0.14,5.3,3.0,none,memorization_heavy,afternoon,panic_mode
5,223,9,6.8,3,5.8,15.5,16.8,1.0,0.95,8.1,3.0,strong,memorization_heavy,afternoon,No_issue
5,204,2,4.1,6,39.8,8.1,10.1,0.22,0.35,4.9,3.0,none,theory_heavy,morning,panic_mode
6,84,5,8.9,0,7.3,19.3,,0.55,0.85,8.9,3.0,strong,memorization_heavy,afternoon,No_issue
4,248,0,7.7,6,23.8,4.9,10.6,0.07,0.54,4.8,2.0,,memorization_heavy,morning,Denial_mode
10,195,5,6.1,7,39.2,13.1,12.9,0.53,0.59,6.0,,basic,memorization_heavy,Evening,panic_mode
4,136,2,7.2,4,33.6,12.4,11.7,0.24,0.79,7.7,1.0,basic,theory_heavy,morning,Denial_mode
8,97,9,4.0,1,24.8,12.3,11.0,0.95,0.66,8.8,2.0,basic,theory_heavy,afternoon,Denial_mode
2,237,8,5.0,4,22.2,14.2,10.4,0.81,0.0,3.2,4.0,none,theory_heavy,morning,panic_mode
5,81,7,8.0,2,11.6,11.8,8.1,0.77,0.76,8.5,2.0,none,theory_heavy,Evening,Denial_mode
7,242,7,4.3,0,31.2,5.7,8.7,0.74,0.36,7.7,,none,memorization_heavy,morning,No_issue
0,58,1,4.8,7,4.3,12.0,13.3,0.19,0.77,6.0,5.0,none,theory_heavy,afternoon,Denial_mode
1,284,3,7.7,0,8.9,10.6,13.1,0.32,0.24,6.2,,basic,theory_heavy,afternoon,No_issue
1,126,5,4.5,6,11.1,12.4,13.3,0.56,0.05,8.3,,basic,project_heavy,morning,panic_mode
6,268,3,8.9,1,5.4,4.2,7.2,0.38,0.01,8.6,3.0,none,theory_heavy,morning,panic_mode
0,184,3,7.4,3,4.0,1.3,8.4,0.31,0.01,3.2,4.0,none,project_heavy,Evening,Denial_mode
2,137,5,4.9,6,26.6,13.0,11.0,0.56,0.73,4.3,4.0,none,memorization_heavy,Evening,panic_mode
10,58,2,6.5,4,19.4,9.4,10.7,0.22,0.64,5.1,3.0,none,theory_heavy,Evening,No_issue
0,161,2,7.8,7,8.9,15.0,12.1,0.26,0.94,3.7,5.0,none,theory_heavy,Evening,panic_mode
5,74,7,5.5,1,33.1,20.0,20.0,0.79,0.7,6.7,2.0,strong,memorization_heavy,Evening,No_issue
10,292,9,7.5,4,27.7,12.3,13.4,0.9,0.82,7.1,3.0,basic,theory_heavy,Evening,No_issue
1,135,0,4.7,7,8.7,7.5,8.8,0.02,0.63,4.2,5.0,none,theory_heavy,afternoon,panic_mode
3,280,2,5.0,0,19.3,10.4,10.6,0.3,0.51,3.7,3.0,basic,theory_heavy,afternoon,panic_mode
2,173,8,7.7,3,39.5,14.2,16.5,0.82,0.52,7.9,3.0,basic,project_heavy,morning,No_issue
6,269,4,8.1,4,12.2,14.4,14.2,0.49,0.67,7.5,1.0,none,memorization_heavy,afternoon,No_issue
10,100,9,7.5,7,25.0,7.0,14.6,0.91,0.49,6.7,2.0,basic,theory_heavy,afternoon,No_issue
4,121,5,7.9,6,18.1,11.1,11.9,0.55,0.44,4.5,,none,theory_heavy,afternoon,panic_mode
5,86,1,9.0,7,21.0,11.1,10.7,0.15,0.8,8.1,2.0,none,project_heavy,afternoon,Denial_mode
9,278,7,5.7,5,16.9,15.1,16.8,0.73,0.09,4.7,4.0,strong,project_heavy,Evening,panic_mode
6,132,5,6.5,0,3.9,17.1,12.2,0.53,0.73,7.8,3.0,strong,memorization_heavy,morning,No_issue
1,146,0,4.9,2,10.0,20.0,15.8,0.02,0.7,6.7,5.0,,theory_heavy,morning,No_issue
4,150,9,7.6,4,10.6,3.5,7.2,0.99,0.5,6.5,1.0,none,memorization_heavy,Evening,No_issue
2,212,5,5.7,6,18.8,8.7,12.1,0.57,0.47,5.7,5.0,basic,memorization_heavy,morning,panic_mode
8,245,0,8.2,4,36.2,12.6,12.3,0.03,0.79,8.3,3.0,none,project_heavy,Evening,No_issue
1,198,4,7.3,6,6.5,6.3,11.3,0.47,0.15,5.9,,none,memorization_heavy,afternoon,panic_mode
9,126,8,5.9,0,26.3,14.2,16.3,0.89,0.79,4.9,1.0,none,memorization_heavy,morning,No_issue
3,192,2,8.0,0,33.0,13.8,12.7,0.23,0.88,5.5,1.0,none,project_heavy,Evening,Denial_mode
2,229,9,8.1,3,37.9,13.4,17.6,0.98,0.24,4.6,,,theory_heavy,afternoon,No_issue
9,171,2,8.2,3,25.5,5.0,10.3,0.28,0.4,6.2,2.0,basic,project_heavy,afternoon,Denial_mode
0,228,3,4.6,1,10.3,16.9,14.0,0.32,0.75,5.3,4.0,basic,theory_heavy,morning,No_issue
0,91,7,7.7,0,2.9,13.7,11.3,0.75,0.85,3.5,3.0,none,memorization_heavy,morning,Denial_mode
7,142,3,6.3,1,5.3,13.3,13.7,0.39,0.16,3.5,4.0,basic,memorization_heavy,Evening,panic_mode
7,204,3,7.2,2,33.9,14.9,16.9,0.34,0.76,8.6,2.0,strong,memorization_heavy,morning,Denial_mode
9,281,7,5.8,1,28.7,10.3,13.9,0.71,0.42,6.8,2.0,basic,project_heavy,morning,No_issue
7,206,6,5.0,3,32.1,11.2,13.6,0.61,0.64,7.5,2.0,basic,project_heavy,Evening,No_issue
2,214,1,7.0,1,26.5,12.1,13.4,0.18,0.87,4.4,2.0,strong,memorization_heavy,morning,Denial_mode
2,273,0,8.9,5,19.7,16.5,16.5,0.05,0.55,7.8,3.0,strong,theory_heavy,Evening,No_issue
6,180,9,8.9,1,13.5,12.2,11.9,0.92,0.37,3.2,1.0,none,project_heavy,morning,No_issue
4,241,2,7.8,2,1.3,7.4,13.9,0.26,0.02,6.4,3.0,basic,project_heavy,Evening,No_issue
0,290,3,7.6,6,1.3,7.8,11.1,0.34,0.16,5.3,4.0,none,project_heavy,morning,Denial_mode
1,270,3,8.7,7,7.5,13.1,11.3,0.39,0.91,6.9,4.0,none,theory_heavy,morning,panic_mode
6,54,1,6.4,5,24.5,14.9,17.4,0.15,0.21,5.7,3.0,strong,theory_heavy,morning,No_issue
4,77,2,8.9,7,38.4,6.9,9.3,0.23,0.48,8.4,2.0,basic,project_heavy,morning,Denial_mode
6,224,8,6.4,7,34.6,7.2,8.1,0.84,0.99,7.4,3.0,basic,project_heavy,afternoon,panic_mode
4,165,4,8.3,0,35.9,15.5,15.4,0.45,0.72,8.3,1.0,strong,project_heavy,Evening,Denial_mode
8,132,6,5.0,7,33.7,11.3,14.1,0.66,0.11,7.2,2.0,,memorization_heavy,morning,No_issue
6,290,5,8.9,1,34.7,10.3,11.5,0.51,0.25,4.6,,basic,memorization_heavy,afternoon,No_issue
3,203,7,5.7,1,27.8,12.8,11.1,0.76,0.6,6.2,,basic,project_heavy,afternoon,No_issue
2,214,1,4.1,7,8.3,13.9,14.6,0.14,0.65,6.5,5.0,none,memorization_heavy,afternoon,panic_mode
4,156,2,8.6,3,25.3,8.9,11.2,0.26,0.54,5.5,1.0,basic,memorization_heavy,Evening,Denial_mode
10,121,0,6.9,0,37.2,15.6,20.0,0.07,0.31,7.0,2.0,strong,project_heavy,afternoon,Denial_mode
